,actives,decoys,cid
15100,CC1(CCN(CC1)CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4)C,Cc1cc(C(=O)N2CCNCC2)c2c(CCC(=O)Nc3ccc4c(c3)CCCC4)c[nH]c2n1,156442363
15150,C1CC(C2CNNC2C1)C3=CN(N=N3)CC4=CC5=C(C=C4)C=C(N5)CN6CC7(C6)CCC7,CNCc1cc(NC2CCN(c3cc(-c4cc[nH]c4)nc(C)n3)CC3CCC=C32)ccn1,168489998
15200,COC1=CN2C=NC=C2C(=C1)C3=CN(N=N3)CC4=CN5C=C(C=CC5=N4)CNCC6CCC6,C=CCn1c2nc3ncccn3c(=O)c2c2nnc(CCNCCc3ccc4c(c3)CC4)n21,163239127
15250,COC1=CC(=C(N=C1)C#N)C2=CN(N=N2)CC3=CC4=C(C=C3)C=C(N4)CNCC5CCC5,Cc1cc(Cc2noc(-c3c(-c4cccnc4)n[nH]c3NC(C)C)n2)cc(C)c1N(C)C,156442211
15300,C1=CC=C(C=C1)CNCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,CNCC(=O)Nc1ccc(-c2ccc(C#N)cc2)c(NC(=O)c2cccc3c2ccn3C)c1,156461954
15350,CC1=C2C(=CN(C2=NC=N1)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)C4=CC=C(C=C4)CN5CCC(CC5)(C)C)Br,CCC1NC(=O)C(C)(C(=NNC(=O)c2ccccc2)c2ccc(Br)cc2)C2CCCCCN12,171400803
15400,CC(C)NC1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)Cl)C=C1,Cc1cc(C(=O)NCCc2ccc(Nc3nc[nH]n3)c(Cl)c2)nc(-c2cccc(C)c2C)n1,156304045
15450,CNC1=NC2=C(C=CC(=C2)OCC3=C(C=CC(=C3)N4C=C(C5=C(N=CN=C54)N)Cl)OC)C=C1,CC(NC(=O)c1ccc(Cl)cc1-n1cc(Nc2ccccn2)cn1)C(=O)Nc1ccccc1,156304014
15500,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CC(=C3)O)N4C=C(C5=C(N=CN=C54)N)Cl)C=C1,CC(C)NC(=O)C(Cc1ccccc1)NC(=O)c1[nH]nc2[nH]nc(-c3ccc(Cl)cc3)c12,166039019
15550,CC(C)C1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=CC5=C(N=CN=C54)N)C(=C1)N,O=C(NCc1nc2ncc3ccccc3n2n1)NCC1(Nc2ccccc2)CCCCC1,166039048
15600,CNC1=NC2=C(C=CC(=C2)OCC3=C(N=CC(=C3)N4C=C(C5=C(N=CN=C54)N)Cl)N)C=C1,Cc1cncc(C=CCl)c1NC(=O)Nc1ccccc1-c1c[nH]c(-c2cnn(C)c2N)n1,156304024
15650,CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)Cl)N,C=c1nc(C)n(-c2cc(CNc3ccc(Cl)cc3NC(=O)c3cn[nH]c3)ccn2)c1=CC,166039016
15700,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CC(=C3)Br)N4C=C(C5=C(N=CN=C54)N)Cl)C=C1,Cc1cc2c(c(-c3cc(NC(=O)c4cc(Cl)cc(-c5ccn[nH]5)c4)[nH]n3)c1CBr)NCC2,156304128
15750,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=CC5=C(N=C(N=C54)NC)N)C=C1,C=CCc1c(-c2nnc(Nc3ccccc3OC)n2C)nc(-c2cc[nH]c2)c(C#N)c1N,166039036
15800,CNC1=NC2=C(C=CC(=C2)OCC3=C(N=CC(=C3)N4C=C(C5=C(N=CN=C54)N)Cl)NC)C=C1,CCc1[nH]c2ccc(Cl)cc2c1C(=O)NCCc1nnc2[nH]nc(-c3ccc(C)cc3)n12,166039018
15850,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CC(=C3)OC)N4C=C(C5=C(N=CN=C54)N)Cl)C=C1,Cc1ccc(-c2[nH]c(Cl)c(C)c2C(=O)NCC(=O)Nc2ccc(-c3ncnn3C)cc2)cc1,166039006
15900,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CC(=C3)CO)N4C=C(C5=C(N=CN=C54)N)Cl)C=C1,Cc1ccc(NC(=O)c2cccc3c(-c4ccc(Cl)nc4)n[nH]c23)cc1NC(=O)NC1CC1,156303967
15950,CCNC1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)Cl)C=C1,Cc1cc(NC(C)C(=O)Nc2cc(Cl)cc(Nc3ccncc3)c2)nn1-c1ccccn1,156304104
16000,C1CN(C1)C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)Cl)C=C2,CC(C)c1nc(Nc2nc(C3CC3)n(C3CC3)n2)nc2cc(-c3ccc(Cl)cc3)[nH]c(=O)c12,166636088
16050,CCNC1=NC2=C(C=CC(=C2)OCC3=CC(=CC=C3)N4C=C(C5=C(N=CN=C54)N)Cl)C=C1,Cc1ccc(-c2nccc(-c3nnccc3C(=O)Nc3ccc(Cl)nc3C3CC3)n2)cc1,156303974
16100,C1C(CC1(F)F)CNCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,Cc1n[nH]cc1NC(=O)C1=Cc2ccccc2N(C(=O)CNc2ccc(C(F)F)cc2)C1,156461648
16150,C1CC(C1)(CNCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4)F,CCNC(Cc1ccccc1F)Cn1c(-c2ccc3c(c2)CCN3)c(C#N)c(=O)[nH]c1=O,156461647
16200,C1C2CC1CN(C2)CC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,CC(C)c1onc(CNc2ccccc2)c1C(=O)N1CCc2c(ncc3c2NC=CC3)C1,166060835
16250,C1CN(CCC1F)CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,Cc1ccc(C(=O)Nc2ccccn2)cc1NC(=O)c1cncc(-c2cccc(F)c2)n1,156461940
16300,C1CCC(C1)(CNCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4)O,Nc1cccc(C(=O)N(CCOC2CCC2)NC(=O)c2n[nH]c3c2CCc2ccccc2-3)c1,156461953
16350,C1CC2CCC1CN2CC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,Cc1cc2c(cc1C(=O)NC1CC(=O)Nc3c(C=Cc4ncncn4)cccc31)CCCC2,156461818
16400,C1C(C1(F)F)CNCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,COc1c(C(CNc2cc(F)cc(-c3ccccc3)n2)N2CCNCC2)cc(O)nc1F,156461948
16450,C1C2(CC1(C2)F)CNCC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,Cc1cc(Cc2[nH]ncc2CNc2ccc3c(c2)CNC(=O)N3CC2CCCO2)ccc1F,156748880
16500,C1CCC(CC1)CNCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,Cc1ccc(N(Cc2nc3ccccc3n2C)C(=O)c2ccccc2C(C)(N)NC=O)cc1,156461950
16550,C1CCC(C1)CNCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,Oc1c(CCNc2nc(-c3ccccc3)cc(-c3c[nH]cn3)n2)cccc1OC1CCC1,156461781
16600,COC1(CCC1)CNCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,CNCC(=CC=O)n1ncc2c1CCN(C(=O)c1ccc(NC(=O)c3ccccc3)cc1)C2,156461782
16650,C1CCC(CC1)NCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,Cc1ccc(CC(=O)Nc2c(NCc3ccc(C)o3)cc3c4c2cnn4CCN3)cc1,156461636
16700,C1C2CC1(C2)CNCC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,COc1ccccc1NC(=O)Nc1cccc2ccc(NC3CCC4=NCCN4C3)cc12,156461964
16750,C1C[C@@H]([C@H](C1)O)NCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,Cc1ccccc1NC(=O)c1cccc(-n2nc(-c3c[nH]c4c3=CCC=4)c(=O)[nH]c2=O)c1,156461963
16800,C1C[C@H]([C@@H](C1)O)NCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,Cc1cccc2c1NC(=O)C2=NNC(=O)CCNC(=O)C(c1ccccc1)n1cccc1,156461832
16850,C1C[C@@H]([C@@H](C1)O)NCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,Cc1cccc(-n2ncc3c2CCC(CNC(=O)c2n[nH]c(=O)c4ccccc24)C3O)c1,156461833
16900,C1C[C@H]([C@H](C1)O)NCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,Nc1ccc(C(NC(=O)CNC(=O)c2ccc(C3CC3)o2)n2ncc3ccccc32)cc1,156461831
16950,C1CC(C1)CNCC2=CC3=CC(=C(C=C3N2)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4)F,CCc1nn(CCF)c(C)c1CC(=O)c1cccc(NC(=O)c2n[nH]c3c2CCCC3)c1,156461952
17000,C1CC(C2CNNC2C1)C3=CN(N=N3)CC4=CC5=C(C=C4)C=C(N5)CNCC6(CCC6)O,CCC1(c2ccc(NC3CCCNC3=N)cc2)NC(=NNc2ccc(C)c(C)c2)NC1=O,168489993
17050,C1CC2(C1)CN(C2)CC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,Cc1cccc2c1NC(=O)CC2CN(C(=O)c1ccc2[nH]nnc2c1)c1ccccc1,166060832
17100,CN(CC1CCC1)CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,Cc1nccn1CC(=O)Nc1cccc(C(=O)NC(c2ccccc2)c2ccncc2)c1,156442214
17150,C1CC1C#CCNCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,C=C1CCCN(c2cc(NC(=O)NCCc3[nH]ncc3-c3ccccc3)ccc2OC)C1,156461620
17200,C1CC2C(C1)C2NCC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,O=C(NCCCn1nc(-c2ccccc2)c(-c2ccccc2)n1)NC1COC2CCC1C2,156748980
17250,C1CC2(CC1C2)CNCC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,N#CCc1ccc2[nH]c(=O)n(-c3ccc(NNC(=O)c4ccc5c(c4)CCC5)cc3)c2c1,156461805
17300,CC12CC(C1)(C2)CNCC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,Cc1ccc(Nc2n[nH]c3c2N(C(=O)CC2CCc4ccccc4C2)CC(O)=N3)c(C)c1,156461806
17350,C1CCC2(C1)CN(C2)CC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,Cc1cccc(NC(=O)c2cccnc2-c2ccc(-n3nc(C)c4c3CCCC4O)nc2)c1,156461726
17400,C1C(CN1CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4)C(F)F,Nc1cccc(-c2nc3ccccc3n2CC(=O)N2CCN(CCCC(F)F)C(=O)C2)c1,156461660
17450,C1C(CN1CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4)C(F)(F)F,Cc1cnc(NC(=O)c2c(C=CC(=O)NC3CC3)cnn2-c2ccccc2)c(C(F)(F)F)c1,156461659
17500,CCOC1CN(C1)CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,CCOc1nc(OC)ccc1-c1ccc(-c2n[nH]c3ccc(C=CC(=O)NC)cc23)cn1,156461627
17550,C1CC2(C1)CN(C2)CCC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,CCN1CCc2ccc(CCN(Cc3ccc4c(c3)CCN4)C(=O)c3cn[nH]c3)cc2C1=O,166060833
17600,CC1(CCN(C1)CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4)C,CC1(c2cccc(NC(=O)Cc3cn(-c4ccccc4)nn3)c2)CCOc2cnccc21,156461702
17650,C1C(CC12CN(C2)CC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5)F,Cc1ccnc(-c2ccc3c(c2)C(Cc2ccc(F)c(C)n2)NC(=O)N3Cc2ccco2)n1,166060827
17700,C1CC(C1)C2CN(C2)CC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,N#CC1(NC(=O)Cc2ccc(C(=O)Nc3ccc4nc5n(c4c3)CCCC5)cc2)CCCC1,156461967
17750,C1CC1C2CN(C2)CC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,Cc1nc(-c2cccc(O)c2)cc(N(C)N=C(C(=O)NC2CCCC2)c2ccccc2)n1,156748844
17800,CC(C)(C)C1CN(C1)CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,O=C(C=Cc1cnc(-c2cccc(-c3ccc4c(c3)CNC4)n2)nc1)Nc1cccc(O)c1,156461956
17850,CC1CC(C1)CNCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,Cc1ccc(O)c(C(NC(=O)Nc2ccc(-n3cnc(C)n3)cc2)c2ccccc2C)c1,156461945
17900,CC(C)(C)C(C)(C)NCC1=CC2=C(N1)C=C(C=C2)CNC(=O)C3=CC(=O)N4C=CC=CC4=N3,CC(=O)Nc1ccccc1-c1nc(CCO)nc(NCC2(c3ccccc3)CCCCC2)n1,156461942
17950,CCC1(CN(C1)CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4)CC,Cc1ccc(C(C)N(CCC(=O)Nc2ccc3n[nH]c(=O)n3c2)Cc2cccc(C)c2)cc1,156748909
18000,C1CC2(C1)CCN(C2)CC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,Cc1ccc(C#N)cc1Cn1c(=NNC(=O)C2CCOc3ccccc32)[nH]c2ccccc21,156461670
18050,C1CC2CN(CC2C1)CC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,Cc1cc(C)c2c(c1)C(=O)N=C2c1ccn2c1CC(CNC(=O)c1cccc(NN)c1)CC2,156461837
18100,CC1(CCC1)CNCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,Cc1nnccc1Oc1ccc(-c2[nH]nc(C)c2CNc2ccc3c(c2)C(O)CC3)cc1,156461854
18150,C1CC12CC(C2)CNCC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,CCOc1cc2c(cc1-c1nc3cc(C(C)NC(=O)Cc4c[nH]nc4C)ccc3[nH]1)CCC2,156748991
18200,C1CC12CCN(C2)CC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,CCn1c(=O)ccc2c(-c3ccc(NC(=O)NCC#Cc4ccncc4)cc3)nccc21,166060830
18250,C1CN(CC12CCO2)CC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,Cc1ccc(C2NC(=O)C(n3nc(-c4ccccc4)[nH]c3=O)N=C2Oc2ccccc2)cc1,156461720
18300,C1CC12CC2CNCC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,O=C(CCc1[nH]nc2c1COCC2)N1CCN(Cc2ccc[nH]2)CC1Cc1ccccc1,156748981
18350,C1C2CC1(C2)CNCC3=CC4=C(N3)C=C(N=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,C1=C(NC(Nc2ccc(-c3n[nH]c4ncccc34)cc2)(c2ccccn2)C2CC2)OOC1,156748847
18400,C1C2(CC1(C2)F)CNCC3=CC4=C(N3)C=C(N=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,CN(Cc1c[nH]c(C2CC2)n1)C(=O)CN1C(=O)C=CC1=Cc1c[nH]nc1-c1ccc(F)cc1,164884911
18450,C1C2(CC1(C2)F)CNCC3=CC4=C(N3)C=C(C=N4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,CC=c1c(C2=Nc3nnc(-c4cccc(F)c4)n3C(c3cncc(OC)c3)C2)c[nH]c1=CO,156748871
18500,C1CC2CC1CN2CC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,CCC1C(C)c2cc(NC(=O)CCc3ncnn3-c3ccccc3)ccc2N2C(=O)CC12,156461663
18550,C1C2(CC1(C2)F)CNCC3=CC4=C(N3)C=C(N=C4)CN5C=C(N=N5)C6=CC=CN7C6=CN=C7,Cc1nn(-c2n[nH]c(C=CCC3=CCC(F)=C3)n2)c2c1C(c1ccccc1)c1cn[nH]c1N2,156442382
18600,C1CC2C(CNN2)C(C1)N3C=C(N=N3)CC4=CC5=C(C=C4)C=C(N5)CNCC6CC(C6)(F)F,CCC(C#N)C1NC(c2c[nH]nc2C)Cc2nc(Nc3cc(C)ccc3C(F)F)nc(C)c21,168490000
18650,C1C[C@@H]([C@@H](C1)O)NCC2=CC3=C(N2)C=C(C=C3)CN4C=C(N=N4)C5=C6C=NNC6=CC=C5,Cc1ccc(-c2cnc(NCC3NC(=N)n4ccnc4C=C3c3occc3C)cn2)cc1,156461639
18700,C1C(CC1(F)F)CNCC2=CC3=C(N2)C=C(C=C3)CC4=CN(N=N4)C5=CC=CC6=C5C=NN6,Fc1cccc(-c2nc(CNc3c(F)cccc3CN3CCCCC3c3cn[nH]c3)n[nH]2)c1,156748982
18750,C1C(CC1(F)F)CNCC2=CC3=C(N2)C=C(C=C3)CC4=CN(N=N4)C5=CC=CN6C5=CN=C6,N#Cc1ccc(-n2cc(Nc3nc(=Cc4cccc(C(F)F)c4)c4n3CCCN=4)cn2)cc1,166636540
18800,C1[C@@H]([C@H]([C@H]([C@@H]1N2C=C(C3=C(N=CN=C32)N)Br)O)O)C4=CC=C(C=C4)CNCC56CC(C5)(C6)F,O=C(NC(=O)NC1CC(NC2CC(NCC(F)Br)C2)Cc2ccccc21)Nc1ccccc1,163239228
18850,C1CC2(C1)CCN(C2)CC3=CC(=CC=C3)[C@H]4C[C@H]([C@@H]([C@@H]4O)O)N5C=C(C6=C(N=CN=C65)N)Br,NCC1CCC(CNC(=O)C2=NC3C(=O)N(c4ccccc4)c4cc(Br)ccc4C3=CN2)C1,163239352
18900,C1[C@@H]([C@H]([C@H]([C@@H]1N2C=C(C3=C(N=CN=C32)N)Br)O)O)C4=CC=CC(=C4)CNCC56CC(C5)(C6)F,Nc1cc(C=C2CCC(NC(=O)C(Nc3ccccc3F)c3cccc(Br)c3)C(O)C2)n[nH]1,163239344
18950,CNC1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H]([C@@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)F)F)O)C=C1,CC1CC1NC(=O)Cc1nc2[nH]nc(CCC(=O)Nc3cc(F)ccc3F)c2n1CCO,166626353
19000,CC1=CN(C2=NC=NC(=C12)N)[C@H]3[C@H]([C@@H]([C@H](O3)COC4=CC5=C(C=C4)C=CC(=N5)NC)O)F,CC1=NC(C)N(c2cccc(NC(=O)NC(=O)c3c[nH]nc3-c3cccc(F)c3)c2)C1=O,156326994
19050,CNC1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H]([C@@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)Cl)F)O)C=C1,CC(NC(=O)Nc1cnn(-c2ccc(NC(=O)C(F)Cl)cc2)c1)C(=O)Nc1ccccc1,156296131
19100,CC1=CN(C2=NC=NC(=C12)N)[C@H]3[C@@H]([C@@H]([C@H](O3)COC4=CC5=C(C=C4)N=C(C=C5)NC)O)O,CC(O)CNC(=O)N1CCc2cc(NC(=O)NC3Cc4ccccc4NC3=O)ccc2N1,166629202
19150,CC1=CN(C2=NC=NC(=C12)N)[C@H]3[C@@H]([C@@H]([C@H](O3)COC4=CC5=C(C=C4)C=CC(=N5)NC)O)O,COC(=O)c1[nH]ncc1NC(=O)Nc1ccc(NC(=O)C(C)CC2CCCC2C)cc1N,166629410
19200,CNC1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)Cl)O)O)C=C1,CCC(C)(NC(=O)Nc1cccnc1)C(=O)Nc1cc2c(c3c1C(=O)OCN3)CC(Cl)N2,166630986
19250,CCNC1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H]([C@@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)Cl)F)O)C=C1,CC1CN(c2ccc(NC(=O)NC3CCOC3CCCCl)c(-c3cn[nH]c3)n2)CC(C)O1,156327051
19300,CC1=CC(=C2C=CC(=CC2=N1)OC[C@@H]3[C@H]([C@@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)Br)F)O)N,CC1(Br)N=COc2cc(NC(=O)NCC(=O)NNc3cc(F)cc4c3=CCC=4)ccc2N1,156327115
19350,CNC1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H]([C@@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)Br)F)O)C=C1,CC(=O)C(N)NC(=O)Cc1ncc(C(=O)NC(C)c2nc3cc(Br)c(C)cc3[nH]2)cc1F,156327124
19400,CNC1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)Br)O)O)C=C1,CCC1CCC(N=C(N)N(C(N)=O)C(=O)Nc2cc(-c3cnco3)ccc2Br)C(CO)C1,166636264
19450,CC1(CCN(CC1)CC2=CC=C(C=C2)N3CC(=O)NC4(C3)CN(C4)C5=NC=NC(=C5)NC)C,CCC1CCN(C(=O)NCCc2nc(N3CNc4ccccc4C3)nc3c2CN(CC)C3)C1,166132582
19500,C1CC(C1)CNCC2=CN3C=C(N=C3C=C2)CN4C=C(N=N4)C5=CC(=CN6C5=CN=C6)Cl,Cc1c2c(nn1-c1cccnc1Nc1cccnc1)CN(Cc1nccn1C=CCl)CC2,163239071
19550,CCC1=CC(=C2C(=N1)C=C(C=N2)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NCCOC,Cn1cc(C(=O)Nc2nnc(CCc3ccnc(C(=O)Nc4cnn(-c5ccccc5)c4)c3)[nH]2)c(C2=CCN=C2)c1,156304012
19600,CC1(CCN(CC1)CC2=NC=C(C=C2)N3CC(=O)NC4(C3)CCN(CC4)C5=NC=NC(=C5)NCC6=CC=CC=C6)C,CC=CC=C1N=C(N2CCN(Cc3cncn3CCNC(=O)C3=C(C)NCCC3)CC2)C=C(c2ccccc2)N1C,156587341
19650,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4[C@H]([C@@H]([C@H](O4)COC5=CC6=NC(=NC=C6C=C5)NC7C8CC7C8)O)F,CCCC1CCCCC1N1NCc2cc(C(=O)Nc3ccc4c(c3)CN(C(=O)Nc3nc[nH]c(=O)n3)C4)c(F)nc21,166626134
19700,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4[C@H]([C@@H]([C@H](O4)COC5=CC6=NC(=NC=C6C=C5)C(=O)N7CCC7)O)F,CC(C)C1CCCN1C(=O)NC1CCCN(C(=O)c2ccccc2-c2c3c(=O)[nH]c(=O)[nH]c3nc3ncnn23)C1,166629369
19750,CCC1=CC(=C2C(=CC(=CC2=N1)OCC3=CN=CC(=N3)N4C=C(C5=C(N=CN=C54)N)C6CCCO6)F)NCCOC,CCN(C(=O)c1nn2c(C)nnc2c1=C(C)c1cn[nH]c1N)c1ccc(O)c(Oc2ccc(CCCF)c(C)c2)c1,156304038
19800,CC1(CCN(CC1)CC2=CC(=C(C=C2)C(=O)NC[C@@]3(CCCN(C3)C4=NC=NC(=C4)NCC5=CC=CC=C5)O)O)C,CC(=O)NC(C)c1cccc(CCNC2CN2)c1NC(=O)c1ccccc1N(C)C(=O)Nc1ccc2c(c1)CCC2,154815692
19850,CCC1=CC(=C2C=CC(=CC2=N1)CCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)[C@H]6CCCO6)NCCN(C)C,CC(=CCC(=O)Nc1nc(NCC2CCCN(Cc3ccncc3)C2)nn2c1nc1ccccc12)c1ccccc1,156304031
19900,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC5=CC6=C(C=C5)C=CC(=N6)N7CCOCC7=O,Cc1nc(-c2cnccn2)[nH]c(=O)c1C(=O)Nc1ccc2c(c1)C(=O)N(C1CC1)C2=Nc1cccc2cnn(C)c12,156304151
19950,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4[C@H]([C@@H]([C@H](O4)COC5=CC6=NC(=NC=C6C=C5)N(C)C7CCC7)O)F,CCC1(CNC(=O)Nc2ccc(NC(=O)N3CC3CCF)c3cnncc23)CCC(=O)N1c1ccc2n[nH]cc2c1,166630023
20000,CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)[C@@H]6CCCO6)N7CCNCC7,CCc1nc(-c2cc(-c3ccncc3)ccc2NC(=O)CC2CCCCN2Cc2nccn2-c2ccncc2)no1,156304041
20050,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC5=CC6=C(C=C5)C=CC(=N6)N7CC8(C7)COC8,C=c1c(=CO)[nH]c2ccc(NC(=O)N(c3ccc(C=Nc4nc(C)nc(Nc5ccncc5)n4)cc3)C3CC3)cc12,156731594
20100,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC5=CC6=C(C=C5)C=CC(=N6)N7CC8(C7)CCC8,CNc1[nH]nc2cccc(C(=O)Nc3c(C4CCC5=CCN=C5C4)c(C)nn3-c3cc(-c4cccnc4)ccn3)c12,156731570
20150,CCC1=CC(=C2C(=N1)C=C(C=N2)CCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NCCOC,Cc1ccc(-n2cc(CNCCOc3ccccc3)nn2)cc1NCc1cc(Cn2cccn2)nc2[nH]nc(C)c12,156304030
